Marka,Model,Cena,Waluta,Paliwo,Przebieg,Rocznik,Skrzynia biegów,Pojemność silnika
Honda,Honda Civic 1.8 Comfort,15900,PLN,Benzyna,202279,2006,Manualna,1.8
Opel,Opel Vectra 2.2 Automatik,5000,PLN,Benzyna,301000,2005,Automatyczna,2.2
Peugeot,Peugeot 308 120 VTi Access,6500,PLN,Benzyna+LPG,243578,2011,Manualna,NULL
Subaru,Subaru Legacy,2800,PLN,Benzyna,300000,2006,Manualna,NULL
BMW,BMW Seria 6 650 i,37500,PLN,Benzyna,190000,2005,Automatyczna,NULL
Ford,Ford Ranger,102900,PLN,Diesel,185000,2021,Manualna,NULL
BYD,BYD Leopard 7,214900,PLN,Hybryda Plug-in,4334,2025,Automatyczna,NULL
Toyota,Toyota Corolla,103000,PLN,Hybryda,70021,2024,Automatyczna,NULL
Volkswagen,Volkswagen Multivan L1 Highline,30000,PLN,Diesel,468000,2009,Manualna,NULL
Audi,Audi A4 Allroad,114900,PLN,Diesel,110468,2021,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz Klasa C,117900,PLN,Diesel,130572,2022,Automatyczna,NULL
Volvo,Volvo V60,107900,PLN,Hybryda,147808,2023,Automatyczna,NULL
Audi,Audi A6 Limousine,10500,PLN,Benzyna+LPG,360000,2003,Automatyczna,NULL
Ford,Ford S-Max 2.0 Silver X,12900,PLN,Benzyna,200000,2006,Manualna,2.0
AVATR,AVATR 7,214900,PLN,Hybryda Plug-in,10787,2024,Automatyczna,NULL
Mazda,Mazda MX-5,124000,PLN,Benzyna,6647,2024,Manualna,NULL
BMW,BMW Seria 5,21900,PLN,Benzyna,410226,2000,Automatyczna,NULL
Seat,Seat Leon 1.2 TSI Style S&S,36900,PLN,Benzyna,148000,2018,Manualna,1.2
Kia,Kia Ceed,42900,PLN,Benzyna,157000,2019,Manualna,NULL
Fiat,Fiat Doblo 1.9 JTD Dynamic,4800,PLN,Diesel,297000,2005,Manualna,1.9
Ford,Ford Fiesta,12900,PLN,Benzyna,70000,2007,Manualna,NULL
Kia,Kia Rio 1.4 M (klm),20500,PLN,Benzyna,139800,2012,Manualna,1.4
Hyundai,Hyundai i30 1.4 Classic +,48000,PLN,Benzyna,81250,2020,Manualna,1.4
Volvo,Volvo V70 2.0 Summum,18500,PLN,Benzyna,257773,2009,Manualna,2.0
Hyundai,Hyundai i40 1.7 CRDi Comfort,17900,PLN,Diesel,307000,2015,Manualna,1.7
Citroën,Citroën C4 1.6 BlueHDi Feel Edition S&S,24800,PLN,Diesel,221000,2015,Manualna,1.6
Honda,Honda Civic,13000,PLN,Benzyna,232533,2007,Manualna,NULL
Toyota,Toyota Auris 1.6 2010,24500,PLN,Benzyna,140000,2010,Manualna,1.6
Volkswagen,Volkswagen Scirocco,27000,PLN,Benzyna,217000,2009,Manualna,NULL
Audi,Audi S6 Limousine,41500,PLN,Benzyna,197000,2016,Automatyczna,NULL
Fiat,Fiat 500 1.2 8V Color Therapy Euro6,24999,PLN,Benzyna,88140,2019,Manualna,1.2
Mazda,Mazda CX-30,61000,PLN,Benzyna,114000,2020,Automatyczna,NULL
Ford,Ford Mondeo 2.0 TDCi Titanium,8000,PLN,Diesel,290000,2008,Manualna,2.0
BMW,BMW X3 xDrive30i M Sport Edition,139900,PLN,Benzyna,44000,2022,Automatyczna,NULL
Honda,Honda CR-V,45999,PLN,Diesel,250000,2014,Automatyczna,NULL
Citroën,Citroën Berlingo Multispace BlueHDi 100 FEEL,34900,PLN,Diesel,173000,2017,Manualna,NULL
Skoda,Skoda Yeti 1.2 TSI 4x2 Active,23900,PLN,Benzyna,198000,2013,Manualna,1.2
Suzuki,Suzuki Vitara 1.6 Premium 4WD,63800,PLN,Benzyna,77000,2016,Automatyczna,1.6
Ford,Ford Grand C-MAX 1.6 TDCi Edition,14800,PLN,Diesel,241000,2012,Manualna,1.6
Honda,Honda Civic 1.4i LS,4990,PLN,Benzyna,219000,2005,Manualna,1.4
Skoda,Skoda Fabia 1.4 16V Comfort,6990,PLN,Benzyna,129000,2010,Manualna,1.4
Tesla,Tesla Model 3 AWD,179000,PLN,Elektryczny,53000,2024,Automatyczna,NULL
Citroën,Citroën C5,23900,PLN,Diesel,238000,2010,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz GLC 220 d mHEV 4-Matic Avantgarde,181000,PLN,Diesel,64600,2023,Automatyczna,NULL
Ford,Ford Kuga 2.0 TDCi 4x4 Titanium,22900,PLN,Diesel,246000,2009,Manualna,2.0
Ford,Ford Focus 1.0 EcoBoost Titanium X,62900,PLN,Benzyna,16000,2024,Manualna,1.0
Mitsubishi,Mitsubishi Outlander Black Edition,237990,PLN,Hybryda Plug-in,5,2026,Automatyczna,NULL
Citroën,Citroën C5 2.0 HDi Exclusive,13999,PLN,Diesel,289170,2011,Manualna,2.0
Mitsubishi,Mitsubishi Eclipse Cross,68500,PLN,Benzyna,73000,2019,Automatyczna,NULL
Nissan,Nissan Qashqai 2.0 dCi Tekna,19000,PLN,Diesel,247369,2009,Manualna,2.0
Honda,Honda HR-V 1.5 i-VTEC Comfort,55900,PLN,Benzyna,79096,2016,Manualna,1.5
Peugeot,Peugeot 206,2000,PLN,Benzyna,195000,2001,Manualna,NULL
Audi,Audi TT Coupé 1.8T Quattro,18900,PLN,Benzyna+LPG,317000,2000,Manualna,1.8
Volkswagen,Volkswagen Sharan 2.0 TDI Highline,18800,PLN,Diesel,261700,2009,Manualna,2.0
MINI,MINI Countryman C Classic Trim,37700,PLN,Benzyna,23500,2024,Automatyczna,NULL
Audi,Audi A4 Limousine,20999,PLN,Benzyna+LPG,195000,2007,Manualna,NULL
Citroën,Citroën Ami,10400,PLN,Elektryczny,1500,2024,Automatyczna,NULL
Opel,Opel Corsa 1.4 T Enjoy S&S,34000,PLN,Benzyna,116000,2018,Manualna,1.4
BMW,BMW X5 xDrive40e,65000,PLN,Hybryda Plug-in,251423,2017,Automatyczna,NULL
Volkswagen,Volkswagen Golf 1.6 TDI Highline Optimum DSG,22000,PLN,Diesel,196171,2010,Automatyczna,1.6
Honda,Honda HR-V 1.6 i-DTEC Elegance,19400,PLN,Diesel,104000,2015,Manualna,1.6
Kia,Kia Stonic 1.4 L,58800,PLN,Benzyna,69000,2017,Manualna,1.4
Ford,Ford B-MAX 1.6 COOL&CONNECT,12900,PLN,Benzyna,113000,2013,Automatyczna,1.6
Peugeot,Peugeot 5008 2.0 BlueHDI Allure S&S,52000,PLN,Diesel,246000,2017,Manualna,2.0
Audi,Audi A4 Limousine 45 TFSI mHEV Quattro S Line S tronic,94888,PLN,Benzyna,43888,2021,Automatyczna,NULL
MINI,MINI ONE,9500,PLN,Benzyna+LPG,190136,2005,Manualna,NULL
Jaguar,Jaguar E-Pace,64000,PLN,Diesel,104000,2019,Automatyczna,NULL
Audi,Audi A5 Sportback 2.0 TFSI quattro S tronic sport,95000,PLN,Benzyna,218000,2018,Automatyczna,2.0
Hyundai,Hyundai ix35 1.7 CRDi Comfort 2WD,27900,PLN,Diesel,218000,2011,Manualna,1.7
Audi,Audi A6 Avant 3.0 TDI Quattro S tronic,119500,PLN,Diesel,185000,2019,Automatyczna,3.0
Nissan,Nissan Qashqai 1.3 DIG-T N-Style,67900,PLN,Benzyna,56700,2019,Manualna,1.3
Jeep,Jeep Compass 73.7kWh Standard Range First Edition FWD,197000,PLN,Elektryczny,1,2026,Automatyczna,3.7
Land Rover,Land Rover Range Rover Sport P400e Autobiography Dynamic,91400,PLN,Hybryda Plug-in,106000,2019,Automatyczna,NULL
Fiat,Fiat Bravo,9900,PLN,Benzyna,222000,2009,Manualna,NULL
Opel,Opel Zafira 1.8 Enjoy,2900,PLN,Benzyna+LPG,289500,2006,Manualna,1.8
Lexus,Lexus GS 450h Prestige,129800,PLN,Hybryda,255000,2016,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz GLC,115000,PLN,Benzyna,113343,2018,Automatyczna,NULL
BMW,BMW X3,259900,PLN,Diesel,18000,2025,Automatyczna,NULL
BMW,BMW 1M,138900,PLN,Benzyna,59000,2022,Automatyczna,NULL
Audi,Audi R8 Spyder,400000,PLN,Benzyna,95564,2017,Automatyczna,NULL
Hyundai,Hyundai Kona,67000,PLN,Hybryda,88000,2021,Automatyczna,NULL
Audi,Audi Q5,32900,PLN,Diesel,275299,2010,Automatyczna,NULL
Volkswagen,Volkswagen Polo 1.2 12V Basis,5600,PLN,Benzyna,138000,2002,Manualna,1.2
Peugeot,Peugeot RCZ,28900,PLN,Benzyna,89750,2011,Manualna,NULL
Renault,Renault Kangoo 1.6 16V Alize,8400,PLN,Benzyna,179771,2002,Manualna,1.6
Audi,Audi A6 Limousine 1.8 T,6500,PLN,Benzyna+LPG,329632,2000,Manualna,1.8
Audi,Audi Q5 2.0 TDI Quattro Sport S tronic,147600,PLN,Diesel,149000,2018,Automatyczna,2.0
Volvo,Volvo V40 T4 Momentum,45500,PLN,Benzyna,147419,2015,Manualna,NULL
Alfa Romeo,Alfa Romeo 147 1.9 JTD Distinctive,6900,PLN,Diesel,165000,2003,Manualna,1.9
Fiat,Fiat Croma,4300,PLN,Diesel,188000,2009,Manualna,NULL
Ford,Ford Focus,15800,PLN,Benzyna,202476,2011,Manualna,NULL
Alfa Romeo,Alfa Romeo Giulietta,46900,PLN,Benzyna,217000,2014,Automatyczna,NULL
Suzuki,Suzuki Swift,47400,PLN,Benzyna,100000,2017,Manualna,NULL
Suzuki,Suzuki Vitara 1.4 T Boosterjet S 4WD,58900,PLN,Benzyna,168000,2015,Manualna,1.4
Audi,Audi A6 Limousine 3.0 TDI Quattro S tronic,58000,PLN,Diesel,217000,2011,Automatyczna,3.0
Audi,Audi A4 Avant,2700,PLN,Benzyna,268232,2003,Manualna,NULL
Kia,Kia Picanto 1.0 L,15990,PLN,Benzyna,205718,2015,Manualna,1.0
Opel,Opel Astra 1.4 T Dynamic,29900,PLN,Benzyna,119500,2017,Manualna,1.4
MINI,MINI Cooper S Bayswater,16900,PLN,Benzyna,291000,2011,Automatyczna,NULL
Fiat,Fiat Bravo 1.4 T-JET 16V Dynamic NAV,15900,PLN,Benzyna,169682,2012,Manualna,1.4
Cupra,Cupra Formentor,149000,PLN,Benzyna,69130,2021,Automatyczna,NULL
Opel,Opel Insignia,42500,PLN,Benzyna,148000,2018,Automatyczna,NULL
Ford,Ford Mondeo 1.5 EcoBoost STart-Stopp ST-Line,53903,PLN,Benzyna,109241,2019,Manualna,1.5
Honda,Honda Civic 1.5 T Sport (Navi),79900,PLN,Benzyna,74656,2019,Manualna,1.5
Citroën,Citroën Berlingo,6999,PLN,Diesel,500,2010,Manualna,NULL
Toyota,Toyota RAV4 2.5 Hybrid Comfort 4x2,99900,PLN,Hybryda,159000,2022,Automatyczna,2.5
Ligier,Ligier JS50,47000,PLN,Diesel,31700,2023,Automatyczna,NULL
Alfa Romeo,Alfa Romeo Stelvio 2.0 Turbo Intensa Q4,229900,PLN,Benzyna,1,2025,Automatyczna,2.0
Ford,Ford Mondeo,6000,PLN,Benzyna,182000,2002,Manualna,NULL
Skoda,Skoda Kodiaq 2.0 TSI 4x4 Style DSG,89900,PLN,Benzyna,194900,2019,Automatyczna,2.0
Ford,Ford Focus C-Max,6000,PLN,Benzyna,198403,2004,Manualna,NULL
Renault,Renault Megane 1.6 Privilege,9999,PLN,Benzyna,135871,2006,Manualna,1.6
Volkswagen,Volkswagen Passat 2.0 TDI Comfortline,20900,PLN,Diesel,393835,2013,Manualna,2.0
Suzuki,Suzuki Swift,44000,PLN,Benzyna,78000,2015,Manualna,NULL
BMW,BMW X3 xDrive20d,53000,PLN,Diesel,190000,2014,Automatyczna,NULL
Nissan,Nissan Juke 1.0 DIG-T Acenta DCT,27892,PLN,Benzyna,11194,2025,Automatyczna,1.0
Hyundai,Hyundai Tucson 1.6 T-GDi PHEV Executive 4WD,105000,PLN,Hybryda Plug-in,91449,2022,Automatyczna,1.6
Opel,Opel Astra 1.6 EU6,29900,PLN,Benzyna,169239,2017,Manualna,1.6
Ford,Ford Transit Custom,75000,PLN,Diesel,211625,2016,Manualna,NULL
Ford,Ford Tourneo Connect Grand 1.6 TDCi Titanium,42500,PLN,Diesel,145000,2015,Manualna,1.6
Audi,Audi A5 Sportback 2.0 TDI DPF (clean diesel) multitronic,60900,PLN,Diesel,86780,2015,Automatyczna,2.0
Volkswagen,Volkswagen Amarok 2.0 BiTDI Autm BMT Ultimate,49900,PLN,Diesel,350000,2015,Automatyczna,2.0
Renault,Renault Trafic,58900,PLN,Diesel,263000,2019,Manualna,NULL
Jeep,Jeep Grand Cherokee 3.6 V6 Pentastar 4WD Automatik Summit,19900,PLN,Benzyna,160000,2018,Automatyczna,3.6
Audi,Audi Q7,79900,PLN,Diesel,189000,2016,Automatyczna,NULL
Audi,Audi Q5 45 TFSI mHEV Quattro S Line S tronic,154900,PLN,Benzyna,32000,2024,Automatyczna,NULL
Ford,Ford Fiesta 1.25 Viva,15700,PLN,Benzyna,136000,2010,Manualna,1.2
Kia,Kia Sportage,31800,PLN,Diesel,213000,2013,Manualna,NULL
Nissan,Nissan Qashqai 1.2 DIG-T Acenta EU6,36500,PLN,Benzyna,131463,2016,Manualna,1.2
Renault,Renault Megane 1.6 16V Dynamique,17900,PLN,Benzyna,229000,2009,Manualna,1.6
Audi,Audi A4 Limousine,54900,PLN,Diesel,199000,2016,Manualna,NULL
Volkswagen,Volkswagen Golf,44000,PLN,Diesel,150000,2018,Manualna,NULL
Seat,Seat Leon 1.4 TSI FR S&S,49999,PLN,Benzyna,189000,2017,Manualna,1.4
Volkswagen,Volkswagen Golf 1.2 TSI BlueMotion Technology MATCH,27900,PLN,Benzyna,203475,2013,Manualna,1.2
Ford,Ford Focus 1.0 EcoBoost ST-Line,49999,PLN,Benzyna,106000,2020,Manualna,1.0
Ford,Ford Focus 1.6 Trend,29750,PLN,Benzyna,191200,2015,Manualna,1.6
Audi,Audi Q7,89900,PLN,Diesel,256000,2016,Automatyczna,NULL
Dacia,Dacia Lodgy 1.2 TCe Prestige S&S,24000,PLN,Benzyna,179125,2017,Manualna,1.2
Mercedes-Benz,Mercedes-Benz Klasa A,109900,PLN,Benzyna,115000,2020,Automatyczna,NULL
Peugeot,Peugeot 3008 1.5 BlueHDi GT S&S EAT8,77700,PLN,Diesel,151130,2021,Automatyczna,1.5
Land Rover,Land Rover Range Rover Velar 3.0 P400 mHEV Dynamic SE,329000,PLN,Benzyna,11,2026,Automatyczna,3.0
Land Rover,Land Rover Range Rover Velar 3.0 P400 mHEV Dynamic SE,339000,PLN,Benzyna,11,2026,Automatyczna,3.0
Land Rover,Land Rover Range Rover Velar 3.0 P400 mHEV Dynamic SE,334000,PLN,Benzyna,11,2026,Automatyczna,3.0
Hyundai,Hyundai ix35,35000,PLN,Diesel,164000,2012,Manualna,NULL
BMW,BMW X3 xDrive20d xLine,95000,PLN,Diesel,167000,2018,Automatyczna,NULL
Peugeot,Peugeot 3008 225 e-EAT8 GT Pack,69900,PLN,Hybryda Plug-in,165000,2021,Automatyczna,NULL
Audi,Audi A3 Sportback 2.0 TDI DPF Ambition,27999,PLN,Diesel,201221,2011,Manualna,2.0
Lexus,Lexus RX 200t / 300 GPF Elite,102700,PLN,Benzyna,155326,2016,Automatyczna,NULL
Dacia,Dacia Sandero Stepway 1.0 TCe Comfort,44950,PLN,Benzyna,80000,2022,Manualna,1.0
Volvo,Volvo V50,10800,PLN,Diesel,252895,2009,Automatyczna,NULL
Seat,Seat Leon,42500,PLN,Benzyna,186200,2014,Manualna,NULL
Mercedes-Benz,Mercedes-Benz CLC,25000,PLN,Benzyna,118000,2010,Automatyczna,NULL
Land Rover,Land Rover Range Rover 5.0 V8 S/C Vogue,179000,PLN,Benzyna,90000,2016,Automatyczna,5.0
Volkswagen,Volkswagen T-Roc 1.5 TSI Style DSG,113000,PLN,Benzyna+LPG,15000,2024,Automatyczna,1.5
Hyundai,Hyundai i30,35000,PLN,Benzyna,95000,2017,Manualna,NULL
Volkswagen,Volkswagen T-Roc 1.5 TSI OPF Style,68000,PLN,Benzyna,119000,2021,Manualna,1.5
BMW,BMW Seria 7 740d xDrive mHEV M Sport sport,429000,PLN,Diesel,40000,2023,Automatyczna,NULL
Citroën,Citroën C4 Picasso 1.6 BlueHDi MoreLife S&S EAT6,38900,PLN,Diesel,171521,2018,Automatyczna,1.6
Kia,Kia Sportage,125000,PLN,Hybryda Plug-in,19500,2024,Automatyczna,NULL
Volkswagen,Volkswagen Tiguan 1.4 TSI DSG BlueMotion Technology Exclusive,28900,PLN,Benzyna,239000,2013,Automatyczna,1.4
Ford,Ford C-MAX 1.6 TDCi Start-Stop-System Titanium,19900,PLN,Diesel,198000,2013,Manualna,1.6
Citroën,Citroën C1 1.0 Cool&Sound,10900,PLN,Benzyna,101000,2012,Manualna,1.0
BMW,BMW X7,279899,PLN,Diesel,135550,2020,Automatyczna,NULL
Mazda,Mazda CX-9,142900,PLN,Benzyna,70860,2022,Automatyczna,NULL
Volvo,Volvo XC 60 T6 AWD Inscription,139900,PLN,Benzyna,52862,2021,Automatyczna,NULL
Kia,Kia Venga 1.4 S,19500,PLN,Benzyna,102000,2010,Manualna,1.4
Audi,Audi Q7,95900,PLN,Diesel,162310,2016,Automatyczna,NULL
Audi,Audi Q7 3.0 TFSI Quattro Tiptronic,139900,PLN,Benzyna,223550,2017,Automatyczna,3.0
Audi,Audi Q3 Sportback,151900,PLN,Benzyna,9188,2025,Automatyczna,NULL
Audi,Audi A6 Allroad,222250,PLN,Diesel,57831,2023,Automatyczna,NULL
Audi,Audi A4 Allroad,144500,PLN,Diesel,85158,2022,Automatyczna,NULL
Audi,Audi A1 Sportback,89900,PLN,Benzyna,25769,2024,Automatyczna,NULL
Audi,Audi A6 Avant,144500,PLN,Diesel,55657,2022,Automatyczna,NULL
Honda,Honda Jazz 1.3 i-VTEC Comfort,39500,PLN,Benzyna,70000,2017,Manualna,1.3
Audi,Audi S3 Limousine,198900,PLN,Benzyna,10,2026,Automatyczna,NULL
Renault,Renault Captur 0.9 Energy TCe S-Edition,36600,PLN,Benzyna,146000,2017,Manualna,0.9
Toyota,Toyota Land Cruiser,139000,PLN,Diesel,113000,1994,Manualna,NULL
Honda,Honda ZR-V 2.0 i-MMD HEV Advance 2WD CVT,174900,PLN,Hybryda,7,2026,Automatyczna,2.0
MINI,MINI Countryman S ALL4 mHEV Linia Favoured,207900,PLN,Benzyna,7400,2025,Automatyczna,NULL
Ford,Ford C-MAX 1.6 TDCi Titanium,11500,PLN,Diesel,303000,2012,Manualna,1.6
Jeep,Jeep Wrangler,50000,PLN,Benzyna,185000,1989,Manualna,NULL
Ford,Ford Fiesta 1.25 Trend,26800,PLN,Benzyna,129000,2015,Manualna,1.2
Mercedes-Benz,Mercedes-Benz GLC,105000,PLN,Diesel,84000,2018,Automatyczna,NULL
BMW,BMW X1,26900,PLN,Diesel,211000,2011,Automatyczna,NULL
Volkswagen,Volkswagen T-Roc 1.5 TSI Final Edition DSG,134900,PLN,Benzyna,4945,2025,Automatyczna,1.5
Inny,Inny Inny,9700,PLN,Benzyna,117340,1991,Manualna,NULL
Peugeot,Peugeot Boxer 2.5TD,17200,PLN,Diesel,341457,2000,Manualna,2.5
Nissan,Nissan X-Trail,64900,PLN,Benzyna,128337,2020,Automatyczna,NULL
Skoda,Skoda Kamiq 1.0 TSI Monte Carlo DSG,65000,PLN,Benzyna,80200,2020,Automatyczna,1.0
Nissan,Nissan Micra 1.4 Tekna,3300,PLN,Benzyna,190000,2004,Manualna,1.4
Opel,Opel Insignia 2.0 T Sport 4x4,19800,PLN,Benzyna,152000,2012,Automatyczna,2.0
BMW,BMW X1 xDrive20i M Sport sport,68500,PLN,Benzyna,163000,2016,Automatyczna,NULL
Toyota,Toyota Proace Verso,105000,PLN,Diesel,22000,2025,Manualna,NULL
Seat,Seat Mii 1.0 Reference,17800,PLN,Benzyna,140000,2016,Manualna,1.0
Volkswagen,Volkswagen Passat,26300,PLN,Diesel,298700,2016,Manualna,NULL
Hyundai,Hyundai ix20 1.4 Trend,29500,PLN,Benzyna,132471,2015,Manualna,1.4
Volkswagen,Volkswagen Tiguan 1.4 TSI BlueMotion Technology Sport & Style,37700,PLN,Benzyna,115800,2014,Manualna,1.4
Volvo,Volvo V60,89900,PLN,Benzyna,161711,2022,Automatyczna,NULL
Ford,Ford Kuga 1.5 EcoBoost 2x4 Titanium,47999,PLN,Benzyna,145797,2017,Manualna,1.5
Ford,Ford Focus,46700,PLN,Benzyna,127936,2019,Automatyczna,NULL
Ford,Ford Focus 2.0 EcoBoost ST mit Leder-Exclusiv-Paket,63900,PLN,Benzyna,162586,2016,Manualna,2.0
Volkswagen,Volkswagen T-Roc 1.5 eTSI R-Line DSG,169500,PLN,Benzyna,1,2026,Automatyczna,1.5
Volkswagen,Volkswagen T-Roc 1.5 eTSI Style DSG,134000,PLN,Benzyna,1,2026,Automatyczna,1.5
Volkswagen,Volkswagen Tayron 2.0 TSI 4Mot R-Line Plus DSG,254000,PLN,Benzyna,1,2026,Automatyczna,2.0
Volkswagen,Volkswagen Tiguan 2.0 TDI 4Mot Elegance DSG,227500,PLN,Diesel,1,2026,Automatyczna,2.0
Volkswagen,Volkswagen Tayron,229900,PLN,Hybryda,1,2026,Automatyczna,NULL
Volkswagen,Volkswagen Multivan,99900,PLN,Diesel,190000,2014,Automatyczna,NULL
BMW,BMW Seria 7 740Li xDrive,79000,PLN,Benzyna,78000,2019,Automatyczna,NULL
Kia,Kia Carnival,99000,PLN,Hybryda,632,2026,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz Klasa C,139900,PLN,Benzyna,35000,2022,Automatyczna,NULL
Ford,Ford Focus 2.0 TDCi Titanium,24900,PLN,Diesel,196481,2014,Manualna,2.0
Honda,Honda Civic 1.4 Comfort,16000,PLN,Benzyna,248000,2008,Manualna,1.4
Ford,Ford Fiesta 1.6 TDCi Ambiente,1900,PLN,Diesel,277000,2005,Manualna,1.6
Ford,Ford Tourneo Custom 2.0 TDCi L2 Titanium,99000,PLN,Diesel,198000,2018,Manualna,2.0
Volkswagen,Volkswagen Golf 1.9 TDI United,13000,PLN,Diesel,327200,2008,Manualna,1.9
Volvo,Volvo XC 60,112900,PLN,Diesel,156000,2020,Automatyczna,NULL
Opel,Opel Zafira 1.8 Cosmo EU5,9500,PLN,Benzyna+LPG,408000,2010,Manualna,1.8
Skoda,Skoda Superb 2.0 TDI SCR 4x4 Sportline DSG,194900,PLN,Diesel,1830,2025,Automatyczna,2.0
Cupra,Cupra Formentor 1.4 e-Hybrid DSG,94800,PLN,Hybryda Plug-in,88000,2023,Automatyczna,1.4
Audi,Audi S3 Limousine 2.0 TFSI Quattro S tronic,83800,PLN,Benzyna,106000,2020,Automatyczna,2.0
Audi,Audi Q3 Sportback,139900,PLN,Benzyna,56821,2024,Automatyczna,NULL
Lexus,Lexus NX 450h+ F Sport AWD,199900,PLN,Hybryda Plug-in,93000,2022,Automatyczna,NULL
Hyundai,Hyundai Tucson 2.0 CRDi 48V Premium 4WD,79900,PLN,Diesel,169000,2020,Automatyczna,2.0
Ford,Ford C-MAX 2.0 TDCi Titanium,26900,PLN,Diesel,183500,2014,Manualna,2.0
Hyundai,Hyundai i10 1.0 Style,23900,PLN,Benzyna,84365,2016,Manualna,1.0
Kia,Kia Sportage 1.6 CRDI L 2WD DCT,53999,PLN,Diesel,163243,2022,Automatyczna,1.6
Opel,Opel Mokka 1.4 Turbo ecoFLEX Start/Stop Color Innovation,51000,PLN,Benzyna,73400,2018,Manualna,1.4
Seat,Seat Arona,89900,PLN,Benzyna,13620,2024,Automatyczna,NULL
Cupra,Cupra Formentor,141900,PLN,Benzyna,10,2026,Automatyczna,NULL
Opel,Opel Antara 2.0 CDTI Cosmo,6000,PLN,Diesel,206301,2007,Manualna,2.0
Volkswagen,Volkswagen Tiguan 2.0 TDI SCR Life DSG,139900,PLN,Diesel,18639,2025,Automatyczna,2.0
BMW,BMW Seria 5 520d,59900,PLN,Diesel,227000,2015,Automatyczna,NULL
Audi,Audi Q5,47900,PLN,Diesel,191450,2010,Automatyczna,NULL
Renault,Renault Megane TCe 220 Start & Stop GT 220,45900,PLN,Benzyna,167000,2015,Manualna,NULL
Volvo,Volvo XC 90 T5 AWD Geartronic Momentum,49000,PLN,Benzyna,85576,2019,Automatyczna,NULL
Ford,Ford Edge,28500,PLN,Benzyna,78850,2019,Automatyczna,NULL
Seat,Seat Ateca 2.0 TDI 4Drive XCELLENCE,62800,PLN,Diesel,186000,2018,Manualna,2.0
Cupra,Cupra Formentor,147900,PLN,Benzyna,11608,2023,Automatyczna,NULL
Cupra,Cupra Leon Sportstourer,171900,PLN,Benzyna,10,2026,Automatyczna,NULL
Cupra,Cupra Terramar,175900,PLN,Benzyna,3486,2025,Automatyczna,NULL
Opel,Opel Mokka,86900,PLN,Benzyna,4560,2025,Automatyczna,NULL
Cupra,Cupra Terramar,189900,PLN,Benzyna,24042,2025,Automatyczna,NULL
Cupra,Cupra Formentor,161900,PLN,Benzyna,10,2025,Automatyczna,NULL
Cupra,Cupra Formentor,155900,PLN,Benzyna,10,2025,Automatyczna,NULL
Cupra,Cupra Terramar,209900,PLN,Benzyna,10,2025,Automatyczna,NULL
Opel,Opel Astra 1.7 CDTI 111,3700,PLN,Diesel,321298,2007,Manualna,1.7
Hyundai,Hyundai i10,42000,PLN,Benzyna,30000,2023,Manualna,NULL
Peugeot,Peugeot 508 1.2 PureTech GT Pack S&S EAT8,72900,PLN,Benzyna,26260,2021,Automatyczna,1.2
Toyota,Toyota Auris,27500,PLN,Benzyna,266157,2014,Manualna,NULL
Mazda,Mazda 3 2.0 mHEV Hikari,71900,PLN,Benzyna,186408,2020,Manualna,2.0
Peugeot,Peugeot Traveller 1.5 BlueHDi Standard Business,79990,PLN,Diesel,140000,2018,Manualna,1.5
Ford,Ford Transit Kombi L2H3 Trend,63000,PLN,Diesel,254000,2019,Manualna,NULL
Renault,Renault Koleos,27500,PLN,Diesel,169000,2014,Manualna,NULL
Alfa Romeo,Alfa Romeo Mito 1.4 TB MultiAir Distinctive,10200,PLN,Benzyna,208039,2009,Manualna,1.4
Lexus,Lexus NX 350h Prestige AWD,224900,PLN,Hybryda,44488,2024,Automatyczna,NULL
MINI,MINI Clubman,29500,PLN,Benzyna,140000,2010,Manualna,NULL
Mitsubishi,Mitsubishi Colt,8900,PLN,Benzyna,198000,2007,Manualna,NULL
Ford,Ford Fusion,7900,PLN,Benzyna,172000,2007,Manualna,NULL
Mercedes-Benz,Mercedes-Benz SLK,25000,PLN,Benzyna,189000,2004,Automatyczna,NULL
Opel,Opel Astra,17000,PLN,Benzyna,189,2013,Manualna,NULL
Mercedes-Benz,Mercedes-Benz Klasa C 180 CGI BlueEff Avantgarde,41900,PLN,Benzyna,166000,2011,Manualna,NULL
Ford,Ford Edge 2.0 TDCi Bi-Turbo 4x4 Sport,67900,PLN,Diesel,170156,2016,Automatyczna,2.0
Mazda,Mazda 6 Sport 2.0 Dynamic,19900,PLN,Benzyna+LPG,217000,2008,Manualna,2.0
Volkswagen,Volkswagen Golf 1.5 TSI R-Line Plus,125480,PLN,Benzyna,10,2026,Manualna,1.5
Toyota,Toyota Yaris 1.5 Comfort CVT,75000,PLN,Benzyna,57000,2023,Automatyczna,1.5
Suzuki,Suzuki SX4 1.6 GS / Premium,10999,PLN,Benzyna,172400,2007,Manualna,1.6
Toyota,Toyota RAV4,79900,PLN,Hybryda,145000,2018,Automatyczna,NULL
BMW,BMW Seria 5,28500,PLN,Diesel,299845,2012,Automatyczna,NULL
Peugeot,Peugeot 508 BlueHDi 180 EAT6 Stop&Start Allure,31990,PLN,Diesel,181000,2014,Automatyczna,NULL
