Marka,Model,Cena,Waluta,Paliwo,Przebieg,Rocznik,Skrzynia biegów
Skoda,Skoda Octavia 1.4 TSI Ambition,45000,PLN,Benzyna,121000,2016,Manualna
Porsche,Porsche Macan GTS,399000,PLN,Benzyna,4300,2022,Automatyczna
MINI,MINI Clubman,43800,PLN,Benzyna,124790,2017,Automatyczna
Ford,Ford Fiesta 1.25 Celebration,23900,PLN,Benzyna,161000,2014,Manualna
BMW,BMW Seria 3 318d Edition M Sport Shadow,99900,PLN,Diesel,228000,2023,Automatyczna
Fiat,Fiat Panda 1.2 Mylife Eco,7777,PLN,Benzyna,163554,2011,Manualna
BMW,BMW Seria 5 530i M Sport Edition,122900,PLN,Benzyna,81900,2018,Automatyczna
Kia,Kia Ceed,45000,PLN,Benzyna,113000,2017,Manualna
Jeep,Jeep Compass 2.0 MultiJet Active Drive Longitude,57900,PLN,Diesel,125000,2018,Manualna
Skoda,Skoda Octavia 1.6 Ambition,9500,PLN,Benzyna+LPG,346245,2012,Manualna
Ford,Ford Ranger 2.5 TDCi DC XL,26900,PLN,Diesel,184695,2006,Manualna
Volvo,Volvo S60 T5 Drive-E Summum,64000,PLN,Benzyna,112000,2016,Automatyczna
Kia,Kia Ceed 1.6 CRDi (48V Mild-Hybrid) DCT7 Platinum,47900,PLN,Diesel,156000,2021,Automatyczna
Audi,Audi SQ5,147000,PLN,Benzyna,135000,2018,Automatyczna
Mercedes-Benz,Mercedes-Benz W123,56700,PLN,Diesel,363692,1980,Manualna
Citroën,Citroën DS3,15200,PLN,Benzyna,120000,2011,Manualna
Ford,Ford Kuga 2.5 Duratec FHEV ST-LINE,85700,PLN,Hybryda,22000,2025,Automatyczna
Dacia,Dacia Sandero TCe 100 Comfort,31700,PLN,Benzyna,62000,2023,Manualna
Suzuki,Suzuki Swace 1.8 Hybrid Premium Plus CVT,86700,PLN,Hybryda,6000,2024,Automatyczna
Citroën,Citroën C4 e-HDi 115 Selection,9900,PLN,Diesel,275255,2014,Manualna
BMW,BMW Seria 3 318d Sport Line Shadow,58700,PLN,Diesel,148000,2019,Automatyczna
Porsche,Porsche Cayenne S Platinum Edition,73700,PLN,Diesel,240000,2015,Automatyczna
Renault,Renault Master L2 Pack Clim,59000,PLN,Diesel,190700,2017,Manualna
Citroën,Citroën DS3 PureTech 110 Start & Stop SoChic,19999,PLN,Benzyna,120500,2016,Manualna
Opel,Opel Insignia,29900,PLN,Diesel,171838,2014,Automatyczna
Opel,Opel Insignia 2.0 T Sport 4x4,12900,PLN,Benzyna,291000,2009,Automatyczna
Porsche,Porsche Panamera Turbo S E-Hybrid PHEV,1160978,PLN,Hybryda Plug-in,10,2026,Automatyczna
Hyundai,Hyundai ix20 1.4 Classic +,18500,PLN,Benzyna,140000,2011,Manualna
Peugeot,Peugeot 208,21900,PLN,Diesel,140863,2012,Automatyczna
Audi,Audi A3 Limousine,147900,PLN,Benzyna,8079,2026,Automatyczna
Opel,Opel Mokka 1.2 T mHEV Ultimate S&S eDTC6,116500,PLN,Benzyna,2,2026,Automatyczna
Ford,Ford Escape 1.6 EcoBoost FWD SEL,31900,PLN,Benzyna+LPG,217585,2014,Automatyczna
Land Rover,Land Rover Range Rover 3.0 P460e PHEV LWB Autobiography,719000,PLN,Hybryda Plug-in,11900,2025,Automatyczna
Seat,Seat Ibiza 1.2 12V Entry,8800,PLN,Benzyna,135560,2009,Manualna
Nissan,Nissan Pulsar 1.2 DIG-T Xtronic Tekna,28700,PLN,Benzyna,64420,2015,Automatyczna
Peugeot,Peugeot 206 1.1 Color-Line,3900,PLN,Benzyna,209500,2004,Manualna
Opel,Opel Combo,54900,PLN,Diesel,119000,2021,Manualna
Kia,Kia Sportage 1.6 GDI Business Line L 2WD,39400,PLN,Benzyna,169000,2013,Manualna
Lexus,Lexus NX 300h F Sport Edition AWD,115000,PLN,Hybryda,49000,2019,Automatyczna
Chatenet,Chatenet Inny,9999,PLN,Diesel,55000,2005,Automatyczna
Renault,Renault Captur 1.8 E-TECH Full Hybrid 160 Techno,89000,PLN,Hybryda,19000,2024,Automatyczna
Citroën,Citroën C3 1.2 PureTech Shine S&S,27900,PLN,Benzyna,95300,2016,Manualna
Fiat,Fiat 500,59900,PLN,Benzyna,120000,2019,Manualna
Polonez,Polonez Inny,14900,PLN,Benzyna,50000,1990,Manualna
Subaru,Subaru Uncharted,212000,PLN,Elektryczny,5,2026,Automatyczna
Ford,Ford EcoSport,51000,PLN,Benzyna,46000,2022,Automatyczna
Citroën,Citroën C5 Aircross 180 e-EAT8 MAX,67500,PLN,Hybryda Plug-in,21000,2024,Automatyczna
BAIC,BAIC 3 1.5T Luxury,57850,PLN,Benzyna,11626,2024,Manualna
Peugeot,Peugeot 308 1.6 THP Access,24900,PLN,Benzyna,80200,2014,Manualna
Nissan,Nissan Qashqai,151130,PLN,Hybryda,5,2026,Automatyczna
Daewoo,Daewoo Tico 800 SX,6000,PLN,Benzyna,57500,1996,Manualna
Hyundai,Hyundai i30,108900,PLN,Benzyna,11,2026,Automatyczna
Porsche,Porsche Macan,407105,PLN,Elektryczny,10,2026,Automatyczna
Volkswagen,Volkswagen Golf,78500,PLN,Hybryda Plug-in,94733,2022,Automatyczna
Audi,Audi SQ5 3.0 TDI Quattro Tiptronic competition,70000,PLN,Diesel,136000,2016,Automatyczna
Mercedes-Benz,Mercedes-Benz Klasa S,465000,PLN,Benzyna,64500,2014,Automatyczna
Jeep,Jeep Renegade 1.4 MultiAir Limited FWD S&S,54900,PLN,Benzyna,89800,2017,Automatyczna
Hyundai,Hyundai Tucson,141900,PLN,Benzyna,11,2026,Automatyczna
Hyundai,Hyundai i30,112900,PLN,Benzyna,11,2026,Automatyczna
Hyundai,Hyundai i30,112500,PLN,Benzyna,10,2026,Automatyczna
Mazda,Mazda CX-3 SKYACTIV-G 121 FWD Drive KANGEI,64400,PLN,Benzyna,86000,2019,Automatyczna
Toyota,Toyota Corolla 1.5 Comfort,54990,PLN,Benzyna,90000,2022,Manualna
Ford,Ford Kuga,110899,PLN,Hybryda,38502,2023,Automatyczna
Citroën,Citroën Ami,29990,PLN,Elektryczny,6000,2025,Automatyczna
Opel,Opel Corsa 1.2 Edition S&S,63900,PLN,Benzyna,2,2026,Manualna
RAM,RAM 1500 TRX,329000,PLN,Benzyna,24000,2021,Automatyczna
Ford,Ford Tourneo Connect,46700,PLN,Diesel,68000,2023,Manualna
Toyota,Toyota Sienna,252000,PLN,Benzyna,10200,2023,Automatyczna
Ford,Ford Kuga,173500,PLN,Hybryda,10,2026,Automatyczna
Subaru,Subaru Solterra,225000,PLN,Elektryczny,1,2026,Automatyczna
Seat,Seat Ateca 1.5 TSI ACT DSG OPF Xperience,72900,PLN,Benzyna,99000,2021,Automatyczna
Jaecoo,Jaecoo 5,133400,PLN,Hybryda,10,2026,Automatyczna
Omoda,Omoda 5,133400,PLN,Hybryda,10,2026,Automatyczna
Opel,Opel Corsa 1.4 Automatik Edition,31800,PLN,Benzyna,88642,2018,Automatyczna
Audi,Audi A7 Sportback,109000,PLN,Diesel,101000,2016,Automatyczna
Mercedes-Benz,Mercedes-Benz Klasa A,27000,PLN,Diesel,110000,2021,Automatyczna
Audi,Audi Q5 2.0 TFSI Quattro S tronic design,87200,PLN,Benzyna,128000,2019,Automatyczna
Audi,Audi RS5 Sportback 2.9 TFSI Quattro Tiptronic,277900,PLN,Benzyna,31270,2023,Automatyczna
Mercedes-Benz,Mercedes-Benz Klasa G,1360000,PLN,Benzyna,57324,2021,Automatyczna
Ford,Ford Mondeo,65900,PLN,Hybryda,130200,2019,Automatyczna
Kia,Kia Stonic 1.2 L,49900,PLN,Benzyna,146050,2018,Manualna
Seat,Seat Ibiza,29900,PLN,Benzyna,70000,2017,Manualna
Opel,Opel Grandland 1.6 T PHEV Business Elegance,73900,PLN,Hybryda Plug-in,140000,2022,Automatyczna
Audi,Audi A5 Sportback 2.0 TDI DPF multitronic,49900,PLN,Diesel,135220,2013,Automatyczna
Honda,Honda Civic 2.0 i-MMD Sport BSI CVT,152400,PLN,Hybryda,5,2026,Automatyczna
Hyundai,Hyundai i30,121900,PLN,Benzyna,11,2026,Automatyczna
Opel,Opel Mokka X 1.4 T Enjoy S&S,57900,PLN,Benzyna,68430,2018,Manualna
Smart,Smart Fortwo perfect,32900,PLN,Elektryczny,46000,2019,Automatyczna
Toyota,Toyota Corolla,65890,PLN,Benzyna,84532,2021,Automatyczna
BMW,BMW X4 M M40i,99900,PLN,Benzyna,164600,2016,Automatyczna
Audi,Audi Q3 45 TFSI Quattro S tronic S line,99900,PLN,Benzyna,104152,2020,Automatyczna
Toyota,Toyota Camry 2.5 Hybrid Dynamic Force Executive e-CVT,234500,PLN,Hybryda,15000,2025,Automatyczna
Fiat,Fiat 500 1.2 Lounge,29999,PLN,Benzyna,58367,2018,Manualna
Toyota,Toyota Aygo x-play,41500,PLN,Benzyna,83700,2019,Manualna
Land Rover,Land Rover Discovery Sport TD4 Dynamic,42999,PLN,Diesel,141000,2017,Automatyczna
Dacia,Dacia Spring,31300,PLN,Elektryczny,14200,2021,Manualna
Seat,Seat Tarraco 2.0 TSI 4Drive DSG OPF Xcellence,93000,PLN,Benzyna,125000,2020,Automatyczna
Volkswagen,Volkswagen Golf Sportsvan SV 2.0 TDI BMT Highline,54800,PLN,Diesel,147000,2017,Manualna
Audi,Audi Q5,124000,PLN,Benzyna,35000,2023,Automatyczna
Aston Martin,Aston Martin Vanquish,795000,PLN,Benzyna,17000,2017,Automatyczna
Audi,Audi A4 Limousine 40 TFSI mHEV Quattro S tronic,104000,PLN,Benzyna,104343,2021,Automatyczna
Nissan,Nissan Qashqai,72900,PLN,Benzyna,143100,2022,Automatyczna
Mercedes-Benz,Mercedes-Benz GLC AMG 43 4Matic 9G-TRONIC,119000,PLN,Benzyna,124000,2019,Automatyczna
Ford,Ford Fiesta 1.4 Trend,23000,PLN,Benzyna,92679,2014,Manualna
Abarth,Abarth 595,69900,PLN,Benzyna,60000,2019,Manualna
Omoda,Omoda 7,174800,PLN,Hybryda Plug-in,10,2026,Automatyczna
Fiat,Fiat Tipo 1.4 Classic,19700,PLN,Benzyna,164000,2021,Manualna
Opel,Opel Grandland X 1.2 T GPF Edition Business Pack S&S,47800,PLN,Benzyna,126900,2018,Automatyczna
Audi,Audi A6 Limousine 55 TFSI mHEV Quattro S Line S tronic,235000,PLN,Benzyna,51000,2022,Automatyczna
Citroën,Citroën Visa,16900,PLN,Benzyna,87769,1983,Manualna
Fiat,Fiat 500X 1.4 MultiAir 4x2 S&S Lounge,48900,PLN,Benzyna,84000,2018,Manualna
Toyota,Toyota Yaris 1.5 Comfort,58900,PLN,Benzyna+LPG,93122,2023,Manualna
Suzuki,Suzuki Swift 1.2 Club,24900,PLN,Benzyna,156600,2015,Manualna
Opel,Opel Cascada,34900,PLN,Benzyna,100800,2013,Manualna
Renault,Renault Trafic,91000,PLN,Diesel,89000,2024,Manualna
Toyota,Toyota Yaris Hybrid 100 Dynamic EU6,49900,PLN,Hybryda,99730,2017,Automatyczna
Opel,Opel Corsa,43900,PLN,Benzyna,67400,2020,Manualna
Mazda,Mazda CX-3 2.0 Skyenergy,58900,PLN,Benzyna,130730,2017,Manualna
Volkswagen,Volkswagen Passat Variant,24900,PLN,Hybryda Plug-in,80000,2020,Automatyczna
Renault,Renault Espace,112545,PLN,Hybryda,39000,2025,Automatyczna
Opel,Opel Zafira,199900,PLN,Diesel,2,2026,Automatyczna
Hyundai,Hyundai i30 1.4 Comfort,27900,PLN,Benzyna+LPG,138062,2013,Manualna
MINI,MINI Countryman,49900,PLN,Diesel,123520,2015,Automatyczna
Fiat,Fiat 500L 1.4 16V Pop-Star,31900,PLN,Benzyna,132000,2016,Manualna
Mazda,Mazda 3 SKYACTIV-G 120 Automatik Exclusive-Line,69900,PLN,Benzyna,82310,2019,Automatyczna
Mercedes-Benz,Mercedes-Benz Klasa E AMG 63 S 4-Matic+,279900,PLN,Benzyna,62700,2019,Automatyczna
Volkswagen,Volkswagen Golf 1.5 TSI BMT Comfortline,51900,PLN,Benzyna,101200,2019,Manualna
Peugeot,Peugeot 208 PureTech 75 Allure,39900,PLN,Benzyna,76100,2021,Manualna
Hyundai,Hyundai Veloster,24990,PLN,Benzyna,150000,2011,Manualna
Suzuki,Suzuki SX4,39900,PLN,Benzyna,63970,2014,Manualna
Mercedes-Benz,Mercedes-Benz GLA 200 (CDI) d 7G-DCT Style,65900,PLN,Diesel,113680,2015,Automatyczna
Suzuki,Suzuki Swift,74900,PLN,Benzyna,1,2026,Manualna
Volkswagen,Volkswagen Golf Sportsvan 1.2 TSI (BlueMotion Technology) Comfortline,49900,PLN,Benzyna,114800,2017,Manualna
Honda,Honda ZR-V 2.0 i-MMD HEV Advance BSI/CTM 2WD CVT,174900,PLN,Hybryda,5,2026,Automatyczna
Skoda,Skoda Octavia 1.5 TSI e-Tec Style DSG,81900,PLN,Benzyna,58200,2022,Automatyczna
Subaru,Subaru E-Outback,255440,PLN,Elektryczny,1,2026,Automatyczna
Jeep,Jeep Grand Cherokee 3.6 V6 Limited,166500,PLN,Benzyna,97900,2022,Automatyczna
Porsche,Porsche 718 Cayman GTS 4.0 PDK,469000,PLN,Benzyna,46999,2023,Automatyczna
Kia,Kia Sportage 1.6 T-GDI HEV GT Line 2WD,31800,PLN,Hybryda,160000,2023,Automatyczna
Volkswagen,Volkswagen Caddy 2.0 TDI Alltrack 4Motion,79890,PLN,Diesel,181523,2019,Manualna
Renault,Renault Clio 1.2 16V Limited,34900,PLN,Benzyna,59270,2017,Manualna
BMW,BMW Seria 3 320d,44500,PLN,Diesel,212039,2015,Automatyczna
Ford,Ford B-MAX 1.0 EcoBoost Ambiente,18900,PLN,Benzyna,63000,2013,Manualna
Ford,Ford Transit,174200,PLN,Diesel,10,2026,Automatyczna
Citroën,Citroën C4 Hybrid 136 ë-DSC6 YOU,22900,PLN,Benzyna,7000,2024,Automatyczna
Mercedes-Benz,Mercedes-Benz Klasa S 450 d mHEV 4-Matic L 9G-TRONIC,450000,PLN,Diesel,55000,2023,Automatyczna
Skoda,Skoda Octavia 1.5 TSI ACT Style,82990,PLN,Benzyna,57725,2022,Manualna
BMW,BMW M5,367900,PLN,Benzyna,55214,2023,Automatyczna
BMW,BMW X1 xDrive18d,26000,PLN,Diesel,150000,2010,Manualna
Audi,Audi A6 Avant,24990,PLN,Diesel,353000,2009,Automatyczna
Opel,Opel Grandland X 1.2 Start/Stop Dynamic,36900,PLN,Benzyna,129000,2017,Manualna
BMW,BMW X4,84000,PLN,Benzyna,130000,2018,Automatyczna
Fiat,Fiat 500 1.2 Pop,24999,PLN,Benzyna,178000,2017,Manualna
Volkswagen,Volkswagen Jetta 1.2 TSI Comfortline Perfectline,19900,PLN,Benzyna,180000,2011,Manualna
Peugeot,Peugeot 208,39900,PLN,Benzyna,58500,2023,Manualna
Audi,Audi A3 3-drzwiowe,11000,PLN,Diesel,336250,2010,Manualna
Suzuki,Suzuki Jimny,59999,PLN,Benzyna,110000,2012,Automatyczna
Renault,Renault Megane 1.6 16V Dynamique,13200,PLN,Benzyna+LPG,272000,2008,Manualna
Peugeot,Peugeot 308 BlueHDi FAP 180 EAT8 Stop & Start GT,59999,PLN,Diesel,132000,2018,Automatyczna
Suzuki,Suzuki Ignis,57999,PLN,Benzyna,30000,2019,Automatyczna
Suzuki,Suzuki Jimny,67999,PLN,Benzyna,100000,2013,Manualna
Volkswagen,Volkswagen Golf Plus 2.0 TDI Highline,17900,PLN,Diesel,292000,2012,Manualna
Skoda,Skoda Octavia Scout 2.0 TDI 4x4 DSG,45900,PLN,Diesel,235000,2016,Automatyczna
Suzuki,Suzuki Grand Vitara,44999,PLN,Benzyna,89000,2007,Manualna
Ford,Ford Fiesta ST2 EU6,37900,PLN,Benzyna,189000,2015,Manualna
Toyota,Toyota C-HR,156850,PLN,Hybryda,13390,2024,Automatyczna
MG,MG HS 1.5 T-GDI Excite DCT,29900,PLN,Benzyna+LPG,78900,2023,Automatyczna
Peugeot,Peugeot 208 1.2 PureTech Access,21900,PLN,Benzyna,74000,2017,Manualna
Opel,Opel Meriva 1.7 CDTI Edition 150,12900,PLN,Diesel,209000,2011,Manualna
Citroën,Citroën C4 Picasso e-HDi 115 Intensive,19500,PLN,Diesel,253000,2014,Manualna
Seat,Seat Leon 2.0 TDI FR S&S DSG,74700,PLN,Diesel,122500,2021,Automatyczna
Audi,Audi A3 Sportback 1.6 TDI DPF Attraction S tronic,18900,PLN,Diesel,248000,2010,Automatyczna
Audi,Audi Q5,41900,PLN,Benzyna,255250,2009,Automatyczna
Citroën,Citroën C4 Picasso,6500,PLN,Diesel,241000,2007,Automatyczna
Skoda,Skoda Octavia,54000,PLN,Diesel,91000,2019,Manualna
Volkswagen,Volkswagen Tiguan 2.0 TDI Perfectline,29900,PLN,Diesel,228000,2012,Manualna
Toyota,Toyota Yaris 1.0 Premium EU6,31900,PLN,Benzyna,56000,2016,Manualna
Opel,Opel Zafira 1.7 CDTI Sport,12800,PLN,Diesel,258000,2010,Manualna
Volvo,Volvo XC 60 T8 AWD Polestar Engineered,218940,PLN,Hybryda Plug-in,70000,2022,Automatyczna
Porsche,Porsche Panamera GTS,349935,PLN,Benzyna,135000,2019,Automatyczna
Suzuki,Suzuki Grand Vitara,52700,PLN,Benzyna+LPG,139000,2011,Manualna
Suzuki,Suzuki Grand Vitara 2.0 De luxe,43700,PLN,Benzyna,138000,2008,Manualna
Skoda,Skoda RAPID,16500,PLN,Benzyna,350000,2016,Manualna
Ford,Ford Kuga 2.5P PHEV FWD ST-Line X,83640,PLN,Hybryda Plug-in,154000,2020,Automatyczna
Opel,Opel Movano,25000,PLN,Diesel,804000,2018,Manualna
Peugeot,Peugeot 2008 1.2 Pure Tech Access EU6,18900,PLN,Benzyna,179000,2014,Manualna
Volvo,Volvo V60 D4 SCR Inscription,68999,PLN,Diesel,240000,2019,Manualna
Audi,Audi Q3 45 TFSI Quattro S Line S tronic,89700,PLN,Benzyna,141141,2021,Automatyczna
Citroën,Citroën Berlingo,1600,PLN,Diesel,359000,2006,Manualna
Ford,Ford Transit Connect,38000,PLN,Benzyna,78000,2023,Manualna
Hyundai,Hyundai Tucson,94998,PLN,Benzyna,90714,2023,Automatyczna
Toyota,Toyota Yaris,38000,PLN,Benzyna,100744,2014,Manualna
Skoda,Skoda Octavia,71999,PLN,Benzyna,122404,2022,Automatyczna
Toyota,Toyota Avensis,27000,PLN,Diesel,183037,2014,Manualna
Hyundai,Hyundai Santa Fe,50999,PLN,Diesel,192027,2015,Automatyczna
Kia,Kia Sportage,69999,PLN,Benzyna,67548,2018,Automatyczna
Audi,Audi A6 Limousine,130000,PLN,Hybryda,102587,2021,Automatyczna
Citroën,Citroën C3,58999,PLN,Benzyna,19758,2024,Automatyczna
Opel,Opel Astra,36999,PLN,Benzyna,95989,2020,Manualna
Fiat,Fiat 500,32000,PLN,Benzyna,23828,2015,Automatyczna
BMW,BMW Seria 3,46000,PLN,Benzyna,168840,2013,Automatyczna
BMW,BMW i3 94 Ah,69000,PLN,Elektryczny,63000,2018,Automatyczna
Volkswagen,Volkswagen Golf 1.6 TDI BMT Comfortline,29999,PLN,Diesel,268500,2015,Manualna
Kia,Kia Sportage 1.6 GDI M 2WD,42900,PLN,Benzyna,156000,2012,Manualna
BMW,BMW X3 xDrive30i mHEV M Sport sport,170900,PLN,Benzyna,36000,2023,Automatyczna
Opel,Opel Grandland X 2.0 D Start/Stop Automatik Dynamic,59999,PLN,Diesel,194000,2019,Automatyczna
Mercedes-Benz,Mercedes-Benz Klasa B 180 (CDI) d Urban,49999,PLN,Diesel,169000,2017,Manualna
Dacia,Dacia Duster 1.2 TCe Prestige,28299,PLN,Benzyna,133000,2014,Manualna
Seat,Seat Ibiza 1.2 12V Copa,17999,PLN,Benzyna,119000,2012,Manualna
Porsche,Porsche Cayenne Standard,484000,PLN,Benzyna,10400,2024,Automatyczna
Toyota,Toyota Yaris Hybrid 1.5 Executive,84900,PLN,Hybryda,39000,2023,Automatyczna
Ford,Ford Mondeo,24999,PLN,Benzyna,211800,2000,Manualna
MINI,MINI Cooper S Linia John Works,156600,PLN,Benzyna,1,2026,Automatyczna
Peugeot,Peugeot 2008 1.2 Pure Tech Allure S&S,29900,PLN,Benzyna,94000,2016,Manualna
Skoda,Skoda Karoq,63800,PLN,Diesel,119894,2020,Manualna
BMW,BMW X5 xDrive25d,144900,PLN,Diesel,190000,2019,Automatyczna
Land Rover,Land Rover Defender 3.0 D250 mHEV S,429900,PLN,Diesel,50,2026,Automatyczna
Mitsubishi,Mitsubishi Outlander,10900,PLN,Benzyna+LPG,278000,2004,Manualna
Dodge,Dodge Challenger 3.6 SXT Plus,111999,PLN,Benzyna,46000,2020,Automatyczna
Volkswagen,Volkswagen Tiguan 1.4 TSI 4Motion Sport & Style,22900,PLN,Benzyna,212438,2008,Manualna
Opel,Opel Grandland 1.2 T Business Elegance S&S,55900,PLN,Benzyna,200000,2022,Automatyczna
Opel,Opel Corsa 1.2 16V EcoFLEX Satellite,12700,PLN,Benzyna,212102,2011,Manualna
Ford,Ford S-Max,22900,PLN,Benzyna,214000,2014,Manualna
Honda,Honda CR-V 2.0i-VTEC 4WD Automatik Lifestyle,53900,PLN,Benzyna,207600,2013,Automatyczna
Mercedes-Benz,Mercedes-Benz CLA 200 AMG Line,55500,PLN,Benzyna,254000,2017,Manualna
Seat,Seat Cordoba,2300,PLN,Benzyna+LPG,316000,1996,Manualna
Honda,Honda Civic 1.5 i-VTEC Turbo Elegance,77900,PLN,Benzyna,58000,2019,Manualna
Toyota,Toyota RAV4,118000,PLN,Benzyna,55998,2023,Automatyczna
Hyundai,Hyundai ix20,39000,PLN,Benzyna,48041,2017,Manualna
Honda,Honda Jazz 1.3 i-VTEC Elegance,47900,PLN,Benzyna,87364,2018,Manualna
Toyota,Toyota Corolla 1.8D L,7900,PLN,Diesel,226650,1988,Manualna
Honda,Honda Jazz 1.3 i-VTEC Comfort (ADAS) CVT,76900,PLN,Benzyna,7900,2021,Automatyczna
Honda,Honda Civic,30000,PLN,Benzyna+LPG,181901,2013,Manualna
Kia,Kia Picanto 1.2 L,40900,PLN,Benzyna,72000,2019,Automatyczna
Opel,Opel Corsa 1.4 Enjoy,26900,PLN,Benzyna,147917,2018,Manualna
Peugeot,Peugeot 308,69999,PLN,Diesel,58691,2022,Manualna
Renault,Renault Clio 1.5 dCi Energy Intens+ EU6,32900,PLN,Diesel,84000,2018,Manualna
Kia,Kia Ceed,56999,PLN,Benzyna,136689,2022,Manualna
Renault,Renault Scenic 1.9 dCi FAP Conquest,4300,PLN,Diesel,343000,2007,Manualna
Renault,Renault Megane,30000,PLN,Benzyna,105874,2016,Automatyczna
Honda,Honda Civic 1.8 Sport,38900,PLN,Benzyna,151000,2013,Manualna
Seat,Seat Leon,11500,PLN,Diesel,280000,2005,Manualna
Kia,Kia Sorento 2.0 CRDI XL 7os,42000,PLN,Diesel,200000,2014,Manualna
Opel,Opel Astra 1.4 Turbo ecoFLEX Start/Stop Sport,19990,PLN,Benzyna,173927,2011,Manualna
Audi,Audi A3 Limousine 40 TFSI quattro S tronic S line,92900,PLN,Benzyna,9400,2022,Automatyczna
Ford,Ford Mustang,57900,PLN,Benzyna+LPG,213000,2008,Automatyczna
Seat,Seat Leon,63900,PLN,Benzyna,78200,2020,Manualna
Ford,Ford Focus ver-1-0-ecoboost-mhev-active-x,52900,PLN,Hybryda,104000,2021,Manualna
Audi,Audi A6 Avant 3.0 TDI DPF quattro S tronic,52500,PLN,Diesel,240000,2013,Automatyczna
Mercedes-Benz,Mercedes-Benz Klasa C 200 7G-TRONIC,77500,PLN,Benzyna,207521,2016,Automatyczna
Volkswagen,Volkswagen Golf 1.5 TSI EVO Life,63900,PLN,Benzyna,59198,2020,Manualna
Porsche,Porsche Macan T PDK,219000,PLN,Benzyna,15000,2023,Automatyczna
Peugeot,Peugeot 2008 BlueHDi FAP 120 STOP & START GT-Line Edition,38900,PLN,Diesel,97000,2017,Manualna
Hyundai,Hyundai Tucson,83900,PLN,Benzyna,63752,2023,Manualna
Suzuki,Suzuki Splash,16900,PLN,Benzyna,81828,2012,Manualna
Skoda,Skoda Octavia,7999,PLN,Benzyna,343570,2011,Manualna
Mazda,Mazda MX-3,52000,PLN,Elektryczny,57181,2020,Automatyczna
Hyundai,Hyundai Kona 1.6 T-GDI Premium N Line 4WD DCT,129000,PLN,Benzyna,8200,2024,Automatyczna
Opel,Opel Insignia 1.5 T Enjoy S&S,46900,PLN,Benzyna,118500,2017,Manualna
Mazda,Mazda 5,19900,PLN,Benzyna,220000,2015,Manualna
Peugeot,Peugeot 208 1.6 e-HDi Active STT,15000,PLN,Diesel,144673,2012,Manualna
Toyota,Toyota C-HR,91800,PLN,Hybryda,73400,2019,Automatyczna
Hyundai,Hyundai ix35,35800,PLN,Diesel,117400,2013,Automatyczna
Volvo,Volvo S90 D5 SCR AWD R-Design,98000,PLN,Diesel,168000,2019,Automatyczna
Peugeot,Peugeot 3008,59900,PLN,Benzyna,138900,2017,Automatyczna
Opel,Opel Astra,3300,PLN,Diesel,287000,2006,Manualna
Renault,Renault Talisman,29600,PLN,Diesel,200000,2019,Automatyczna
BMW,BMW Seria 5,27500,PLN,Diesel,354862,2005,Automatyczna
Seat,Seat Leon 1.5 EcoTSI Evo Xcellence S&S,59900,PLN,Benzyna,67843,2019,Manualna
Opel,Opel Vivaro L2H1 2.9t Edition Elegance,44900,PLN,Diesel,305100,2015,Manualna
Volkswagen,Volkswagen Golf Variant 1.5 TSI EVO Life,17700,PLN,Benzyna,48000,2024,Manualna
Jeep,Jeep Renegade 1.4 MultiAir Limited FWD S&S,36500,PLN,Benzyna,140000,2015,Manualna
Jaguar,Jaguar XE 2.0 T Pure,53900,PLN,Benzyna,156700,2017,Automatyczna
Citroën,Citroën Berlingo Multispace HDi 115 FAP Exclusive,21900,PLN,Diesel,212000,2014,Manualna
Opel,Opel Insignia 1.5 GS Line,54900,PLN,Diesel,100962,2021,Manualna
BMW,BMW Seria 1 135i,45000,PLN,Benzyna,125000,2010,Manualna
Mercedes-Benz,Mercedes-Benz Klasa E 320 CDI Avantgarde,25000,PLN,Diesel,295163,2008,Automatyczna
Citroën,Citroën SpaceTourer 2.0 BlueHDi M Shine,71900,PLN,Diesel,119900,2020,Manualna
Audi,Audi A5 Sportback 40 TFSI mHEV S Line S tronic,88560,PLN,Benzyna,198000,2019,Automatyczna
Citroën,Citroën DS3,12999,PLN,Benzyna,169000,2010,Manualna
Opel,Opel Combo,11999,PLN,Benzyna,157000,2003,Manualna
Audi,Audi A6 Limousine,14500,PLN,Diesel,265000,2007,Manualna
Peugeot,Peugeot 207,9500,PLN,Benzyna,169000,2009,Manualna
Mercedes-Benz,Mercedes-Benz CLA,130000,PLN,Diesel,46000,2022,Automatyczna
BMW,BMW Seria 1 118i,13500,PLN,Benzyna,244478,2005,Manualna
Opel,Opel Insignia,54900,PLN,Benzyna,107000,2019,Manualna
Mazda,Mazda 3,17000,PLN,Benzyna,191391,2012,Manualna
Audi,Audi A3 Sportback 35 TFSI Sport S tronic,99500,PLN,Benzyna,86000,2020,Automatyczna
Opel,Opel Insignia 1.6 CDTI ecoFLEX Start/Stop Sport,25700,PLN,Diesel,225000,2017,Manualna
Kia,Kia Venga 1.4 CVVT Business Line,42900,PLN,Benzyna,27000,2018,Manualna
Volkswagen,Volkswagen Touareg 3.0 V6 TDI DPF Perfect Tiptr,25999,PLN,Diesel,370000,2008,Automatyczna
Ford,Ford Galaxy 2.0 TDCi Titanium MPS6,27000,PLN,Diesel,273268,2012,Automatyczna
